model,family,type,mount_style,load_min_kg,load_max_kg,natural_freq_hz,stiffness_n_mm,static_deflection_mm,height_mm,dia_mm,length_mm,width_mm,thread,material,hardness_shore,temp_min_c,temp_max_c,weight_kg,hsn,gst_rate,uom,price_inr,lead_time_days,status,image,ga_pdf,source,note
AT-RCM-SF-40x30-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,30.6,152.9,7.4,333,4.5,30,40,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.11,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520056,"D40 x H30 mm, M8 stud 20 mm, tapped depth 6 mm; compression 150 daN at 4.5 mm; shear (radial) rating 20 daN at 5.5 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-SF-40x40-M8,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,24.5,122.3,5.0,120,10,40,40,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.13,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520058,"D40 x H40 mm, M8 stud 20 mm, tapped depth 6 mm; compression 120 daN at 10 mm; shear (radial) rating 20 daN at 7.5 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-SF-40x20-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,32.6,163.1,7.9,400,4,20,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.11,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520029,"D40 x H20 mm, M10 stud 25 mm, tapped depth 8 mm; compression 160 daN at 4 mm; shear (radial) rating 20 daN at 3 mm, k_shear 67 N/mm. Imported or moulded locally in India."
AT-RCM-SF-40x28-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,30.6,152.9,7.0,300,5,28,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.12,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520030,"D40 x H28 mm, M10 stud 25 mm, tapped depth 8 mm; compression 150 daN at 5 mm; shear (radial) rating 20 daN at 5.5 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-SF-40x35-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,24.5,122.3,5.8,160,7.5,35,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.13,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520031,"D40 x H35 mm, M10 stud 25 mm, tapped depth 8 mm; compression 120 daN at 7.5 mm; shear (radial) rating 20 daN at 6.5 mm, k_shear 31 N/mm. Imported or moulded locally in India."
AT-RCM-SF-40x40-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,24.5,122.3,5.0,120,10,40,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.14,40169990,18,NOS,500,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520032,"D40 x H40 mm, M10 stud 25 mm, tapped depth 8 mm; compression 120 daN at 10 mm; shear (radial) rating 20 daN at 7.5 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-SF-40x45-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,24.5,122.3,4.8,109,11,45,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.15,40169990,18,NOS,550,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520033,"D40 x H45 mm, M10 stud 25 mm, tapped depth 8 mm; compression 120 daN at 11 mm; shear (radial) rating 20 daN at 9 mm, k_shear 22 N/mm. Imported or moulded locally in India."
AT-RCM-SF-50x45-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,38.7,193.7,4.8,173,11,45,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.21,40169990,18,NOS,800,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520036/15,"D50 x H45 mm, M10 stud 15 mm, tapped depth 8 mm; compression 190 daN at 11 mm; shear (radial) rating 25 daN at 9 mm, k_shear 28 N/mm. Imported or moulded locally in India."
AT-RCM-SF-50x35-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,51,254.8,5.6,312,8,35,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.19,40169990,18,NOS,750,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520035,"D50 x H35 mm, M10 stud 25 mm, tapped depth 8 mm; compression 250 daN at 8 mm; shear (radial) rating 25 daN at 7 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-SF-50x45-M10-G25,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,38.7,193.7,4.8,173,11,45,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.22,40169990,18,NOS,800,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520036,"D50 x H45 mm, M10 stud 25 mm, tapped depth 8 mm; compression 190 daN at 11 mm; shear (radial) rating 25 daN at 9 mm, k_shear 28 N/mm. Imported or moulded locally in India."
AT-RCM-SF-60x36-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,61.2,305.8,5.6,375,8,36,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.27,40169990,18,NOS,800,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520038,"D60 x H36 mm, M10 stud 25 mm, tapped depth 8 mm; compression 300 daN at 8 mm; shear (radial) rating 30 daN at 7 mm, k_shear 43 N/mm. Imported or moulded locally in India."
AT-RCM-SF-60x45-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,51,254.8,5.0,250,10,45,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.30,40169990,18,NOS,850,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520039,"D60 x H45 mm, M10 stud 25 mm, tapped depth 8 mm; compression 250 daN at 10 mm; shear (radial) rating 30 daN at 9 mm, k_shear 33 N/mm. Imported or moulded locally in India."
AT-RCM-SF-70x35-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,91.7,458.7,5.8,600,7.5,35,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.35,40169990,18,NOS,850,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520040,"D70 x H35 mm, M10 stud 25 mm, tapped depth 9 mm; compression 450 daN at 7.5 mm; shear (radial) rating 35 daN at 6.5 mm, k_shear 54 N/mm. Imported or moulded locally in India."
AT-RCM-SF-70x50-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,71.4,356.8,5.0,350,10,50,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.42,40169990,18,NOS,950,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520041,"D70 x H50 mm, M10 stud 25 mm, tapped depth 9 mm; compression 350 daN at 10 mm; shear (radial) rating 35 daN at 11 mm, k_shear 32 N/mm. Imported or moulded locally in India."
AT-RCM-SF-70x70-M10,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,61.2,305.8,4.2,214,14,70,70,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.52,40169990,18,NOS,1050,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520042,"D70 x H70 mm, M10 stud 25 mm, tapped depth 9 mm; compression 300 daN at 14 mm; shear (radial) rating 35 daN at 15 mm, k_shear 23 N/mm. Imported or moulded locally in India."
AT-RCM-SF-80x40-M12,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,122.3,611.6,5.6,750,8,40,80,,,M12,"Natural rubber, galvanised steel plates",,-30,70,0.50,40169990,18,NOS,1000,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520059,"D80 x H40 mm, M12 stud 28 mm, tapped depth 10 mm; compression 600 daN at 8 mm; shear (radial) rating 40 daN at 7 mm, k_shear 57 N/mm. Imported or moulded locally in India."
AT-RCM-SF-80x40-M14,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,122.3,611.6,5.6,750,8,40,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.53,40169990,18,NOS,1000,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520044,"D80 x H40 mm, M14 stud 35 mm, tapped depth 12 mm; compression 600 daN at 8 mm; shear (radial) rating 40 daN at 7 mm, k_shear 57 N/mm. Imported or moulded locally in India."
AT-RCM-SF-80x70-M14,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,101.9,509.7,3.8,294,17,70,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.72,40169990,18,NOS,1200,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520045,"D80 x H70 mm, M14 stud 35 mm, tapped depth 12 mm; compression 500 daN at 17 mm; shear (radial) rating 40 daN at 15 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-SF-80x80-M14,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,91.7,458.7,3.6,237,19,80,80,,,M14,"Natural rubber, galvanised steel plates",,-30,70,0.79,40169990,18,NOS,1250,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520046,"D80 x H80 mm, M14 stud 35 mm, tapped depth 12 mm; compression 450 daN at 19 mm; shear (radial) rating 40 daN at 17 mm, k_shear 24 N/mm. Imported or moulded locally in India."
AT-RCM-SF-100x40-M16,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,224.3,1121.3,5.6,1375,8,40,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,0.84,40169990,18,NOS,1200,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520100,"D100 x H40 mm, M16 stud 47 mm, tapped depth 14 mm; compression 1100 daN at 8 mm; shear (radial) rating 60 daN at 7 mm, k_shear 86 N/mm. Imported or moulded locally in India."
AT-RCM-SF-100x55-M16,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,183.5,917.4,4.6,750,12,55,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,0.99,40169990,18,NOS,1350,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520101,"D100 x H55 mm, M16 stud 47 mm, tapped depth 14 mm; compression 900 daN at 12 mm; shear (radial) rating 60 daN at 10 mm, k_shear 60 N/mm. Imported or moulded locally in India."
AT-RCM-SF-100x80-M16,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,152.9,764.5,3.6,395,19,80,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,1.24,40169990,18,NOS,1600,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520102,"D100 x H80 mm, M16 stud 47 mm, tapped depth 14 mm; compression 750 daN at 19 mm; shear (radial) rating 60 daN at 17 mm, k_shear 35 N/mm. Imported or moulded locally in India."
AT-RCM-SF-100x100-M16,"AT-RCM-SF cylindrical mount, stud + tapped hole",cylindrical rubber mount - male / female,SF,122.3,611.6,3.3,261,23,100,100,,,M16,"Natural rubber, galvanised steel plates",,-30,70,1.44,40169990,18,NOS,1800,21,active,img/mounts/RCM-SF.svg,,AT-RCM range (import / local moulding). Supplier ref 520103,"D100 x H100 mm, M16 stud 47 mm, tapped depth 14 mm; compression 600 daN at 23 mm; shear (radial) rating 60 daN at 20 mm, k_shear 30 N/mm. Imported or moulded locally in India."
AT-RCM-FF-16x10-M4,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,4.1,20.4,12.9,133,1.5,10,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520550,"D16 x H10 mm, M4, tapped depth 2.5 mm; compression 20 daN at 1.5 mm; shear (radial) rating 2.5 daN at 1.5 mm, k_shear 17 N/mm. Imported or moulded locally in India."
AT-RCM-FF-16x15-M4,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,4.1,20.4,9.1,67,3,15,16,,,M4,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520551,"D16 x H15 mm, M4, tapped depth 2.5 mm; compression 20 daN at 3 mm; shear (radial) rating 2.5 daN at 2 mm, k_shear 12 N/mm. Imported or moulded locally in India."
AT-RCM-FF-16x10-M5,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,4.1,20.4,12.9,133,1.5,10,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520500,"D16 x H10 mm, M5, tapped depth 3 mm; compression 20 daN at 1.5 mm; shear (radial) rating 2.5 daN at 1.5 mm, k_shear 17 N/mm. Imported or moulded locally in India."
AT-RCM-FF-16x15-M5,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,4.1,20.4,9.1,67,3,15,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520501,"D16 x H15 mm, M5, tapped depth 3 mm; compression 20 daN at 3 mm; shear (radial) rating 2.5 daN at 2 mm, k_shear 12 N/mm. Imported or moulded locally in India."
AT-RCM-FF-16x20-M5,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,3.1,15.3,7.9,38,4,20,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520502,"D16 x H20 mm, M5, tapped depth 3 mm; compression 15 daN at 4 mm; shear (radial) rating 2.5 daN at 4 mm, k_shear 6 N/mm. Imported or moulded locally in India."
AT-RCM-FF-16x25-M5,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,3.1,15.3,7.0,30,5,25,16,,,M5,"Natural rubber, galvanised steel plates",,-30,70,0.01,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520503,"D16 x H25 mm, M5, tapped depth 3 mm; compression 15 daN at 5 mm; shear (radial) rating 2 daN at 5 mm, k_shear 4 N/mm. Imported or moulded locally in India."
AT-RCM-FF-20x15-M6,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,7.1,35.7,10.0,140,2.5,15,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520505,"D20 x H15 mm, M6, tapped depth 4 mm; compression 35 daN at 2.5 mm; shear (radial) rating 5 daN at 2.5 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-FF-20x20-M6,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,6.1,30.6,7.4,67,4.5,20,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520506,"D20 x H20 mm, M6, tapped depth 4 mm; compression 30 daN at 4.5 mm; shear (radial) rating 5 daN at 3.5 mm, k_shear 14 N/mm. Imported or moulded locally in India."
AT-RCM-FF-20x25-M6,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,6.1,30.6,6.7,55,5.5,25,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520507,"D20 x H25 mm, M6, tapped depth 4 mm; compression 30 daN at 5.5 mm; shear (radial) rating 4.5 daN at 4.5 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-FF-20x30-M6,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,5.1,25.5,6.0,36,7,30,20,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.02,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520508,"D20 x H30 mm, M6, tapped depth 4 mm; compression 25 daN at 7 mm; shear (radial) rating 4.5 daN at 4.5 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-FF-25.5x20-M6,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,10.2,51,9.1,167,3,20,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520554,"D25.5 x H20 mm, M6, tapped depth 4 mm; compression 50 daN at 3 mm; shear (radial) rating 8 daN at 4 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-FF-25.5x30-M6,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,10.2,51,5.8,67,7.5,30,25.5,,,M6,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520555,"D25.5 x H30 mm, M6, tapped depth 4 mm; compression 50 daN at 7.5 mm; shear (radial) rating 8 daN at 6 mm, k_shear 13 N/mm. Imported or moulded locally in India."
AT-RCM-FF-25.5x22-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,10.2,51,9.1,167,3,22,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.03,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520511,"D25.5 x H22 mm, M8, tapped depth 6 mm; compression 50 daN at 3 mm; shear (radial) rating 8 daN at 4 mm, k_shear 20 N/mm. Imported or moulded locally in India."
AT-RCM-FF-25.5x25-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,10.2,51,7.4,111,4.5,25,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520512,"D25.5 x H25 mm, M8, tapped depth 6 mm; compression 50 daN at 4.5 mm; shear (radial) rating 8 daN at 4.5 mm, k_shear 18 N/mm. Imported or moulded locally in India."
AT-RCM-FF-25.5x30-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,10.2,51,5.8,67,7.5,30,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520513,"D25.5 x H30 mm, M8, tapped depth 6 mm; compression 50 daN at 7.5 mm; shear (radial) rating 8 daN at 6 mm, k_shear 13 N/mm. Imported or moulded locally in India."
AT-RCM-FF-25.5x40-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,10.2,51,5.0,50,10,40,25.5,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,500,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520514,"D25.5 x H40 mm, M8, tapped depth 6 mm; compression 50 daN at 10 mm; shear (radial) rating 6 daN at 6 mm, k_shear 10 N/mm. Imported or moulded locally in India."
AT-RCM-FF-30x22-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,16.3,81.5,7.9,200,4,22,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.04,40169990,18,NOS,450,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520516,"D30 x H22 mm, M8, tapped depth 6 mm; compression 80 daN at 4 mm; shear (radial) rating 11 daN at 4 mm, k_shear 28 N/mm. Imported or moulded locally in India."
AT-RCM-FF-30x30-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,14.3,71.4,5.8,93,7.5,30,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.05,40169990,18,NOS,500,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520517,"D30 x H30 mm, M8, tapped depth 6 mm; compression 70 daN at 7.5 mm; shear (radial) rating 11 daN at 6 mm, k_shear 18 N/mm. Imported or moulded locally in India."
AT-RCM-FF-30x40-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,12.2,61.2,5.3,67,9,40,30,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.06,40169990,18,NOS,500,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520518,"D30 x H40 mm, M8, tapped depth 6 mm; compression 60 daN at 9 mm; shear (radial) rating 11 daN at 7.5 mm, k_shear 15 N/mm. Imported or moulded locally in India."
AT-RCM-FF-40x30-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,30.6,152.9,7.4,333,4.5,30,40,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.10,40169990,18,NOS,500,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520552,"D40 x H30 mm, M8, tapped depth 6 mm; compression 150 daN at 4.5 mm; shear (radial) rating 20 daN at 5.5 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-FF-40x40-M8,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,24.5,122.3,5.0,120,10,40,40,,,M8,"Natural rubber, galvanised steel plates",,-30,70,0.12,40169990,18,NOS,500,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520553,"D40 x H40 mm, M8, tapped depth 6 mm; compression 120 daN at 10 mm; shear (radial) rating 20 daN at 7.5 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-FF-40x28-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,30.6,152.9,7.4,333,4.5,28,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.11,40169990,18,NOS,500,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520520,"D40 x H28 mm, M10, tapped depth 8 mm; compression 150 daN at 4.5 mm; shear (radial) rating 20 daN at 5.5 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-FF-40x35-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,24.5,122.3,6.0,171,7,35,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.12,40169990,18,NOS,500,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520521,"D40 x H35 mm, M10, tapped depth 8 mm; compression 120 daN at 7 mm; shear (radial) rating 20 daN at 6.5 mm, k_shear 31 N/mm. Imported or moulded locally in India."
AT-RCM-FF-40x40-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,24.5,122.3,5.0,120,10,40,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.13,40169990,18,NOS,500,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520522,"D40 x H40 mm, M10, tapped depth 8 mm; compression 120 daN at 10 mm; shear (radial) rating 20 daN at 7.5 mm, k_shear 27 N/mm. Imported or moulded locally in India."
AT-RCM-FF-40x45-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,24.5,122.3,4.8,109,11,45,40,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.14,40169990,18,NOS,550,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520523,"D40 x H45 mm, M10, tapped depth 8 mm; compression 120 daN at 11 mm; shear (radial) rating 20 daN at 9 mm, k_shear 22 N/mm. Imported or moulded locally in India."
AT-RCM-FF-50x35-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,51,254.8,6.0,357,7,35,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.18,40169990,18,NOS,750,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520525,"D50 x H35 mm, M10, tapped depth 8 mm; compression 250 daN at 7 mm; shear (radial) rating 25 daN at 7 mm, k_shear 36 N/mm. Imported or moulded locally in India."
AT-RCM-FF-50x45-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,38.7,193.7,5.0,190,10,45,50,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.21,40169990,18,NOS,800,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520526,"D50 x H45 mm, M10, tapped depth 8 mm; compression 190 daN at 10 mm; shear (radial) rating 25 daN at 9 mm, k_shear 28 N/mm. Imported or moulded locally in India."
AT-RCM-FF-60x36-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,61.2,305.8,6.0,429,7,36,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.26,40169990,18,NOS,800,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520528,"D60 x H36 mm, M10, tapped depth 8 mm; compression 300 daN at 7 mm; shear (radial) rating 30 daN at 7 mm, k_shear 43 N/mm. Imported or moulded locally in India."
AT-RCM-FF-60x45-M10,"AT-RCM-FF cylindrical mount, tapped holes both ends",cylindrical rubber mount - female / female,FF,51,254.8,5.3,278,9,45,60,,,M10,"Natural rubber, galvanised steel plates",,-30,70,0.29,40169990,18,NOS,850,21,active,img/mounts/RCM-FF.svg,,AT-RCM range (import / local moulding). Supplier ref 520529,"D60 x H45 mm, M10, tapped depth 8 mm; compression 250 daN at 9 mm; shear (radial) rating 30 daN at 9 mm, k_shear 33 N/mm. Imported or moulded locally in India."
