source,family,model,type,wire_dia_mm,loop_count,length_mm,width_mm,height_mm,mount_hole_dia_mm,weight_kg,static_load_min_n,static_load_max_n,vertical_stiffness_n_mm,shear_stiffness_n_mm,roll_stiffness_n_mm,shock_load_max_n,max_deflection_mm,natural_freq_hz,notes
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B2-5,"small rubber mount (instruments, lamps)",,,45,45,89.5,M6,0.1,,27,,,,,,15±2,"cat p.66; nominal load Z=27 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=45 B=35 (square flange, A used as length & width); stud d=M6, d1=M8"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B2-6,"small rubber mount (instruments, lamps)",,,45,45,89.5,M6,0.1,,36,,,,,,15±2,"cat p.66; nominal load Z=36 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=45 B=35 (square flange, A used as length & width); stud d=M6, d1=M8"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B2-10,"small rubber mount (instruments, lamps)",,,45,45,89.5,M6,0.1,,45,,,,,,15±2,"cat p.66; nominal load Z=45 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=45 B=35 (square flange, A used as length & width); stud d=M6, d1=M8"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B2-12,"small rubber mount (instruments, lamps)",,,45,45,89.5,M6,0.1,,54,,,,,,15±2,"cat p.66; nominal load Z=54 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=45 B=35 (square flange, A used as length & width); stud d=M6, d1=M8"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B3-15,"small rubber mount (instruments, lamps)",,,57,57,121,M10,0.3,,67.5,,,,,,15±2,"cat p.66; nominal load Z=67.5 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=57 B=45 (square flange, A used as length & width); stud d=M10, d1=M12"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B3-20,"small rubber mount (instruments, lamps)",,,57,57,121,M10,0.3,,90,,,,,,15±2,"cat p.66; nominal load Z=90 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=57 B=45 (square flange, A used as length & width); stud d=M10, d1=M12"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B3-25,"small rubber mount (instruments, lamps)",,,57,57,121,M10,0.3,,112.5,,,,,,15±2,"cat p.66; nominal load Z=112.5 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=57 B=45 (square flange, A used as length & width); stud d=M10, d1=M12"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber B-type reinforced shock absorber,B3-35,"small rubber mount (instruments, lamps)",,,57,57,121,M10,0.3,,157.5,,,,,,15±2,"cat p.66; nominal load Z=157.5 N; static deformation at rated: ambient 1.2~2.0, low temp 0.9~2.0, high temp 1.2~2.3 mm; damping 0.05; A=57 B=45 (square flange, A used as length & width); stud d=M10, d1=M12"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E10,"rubber mount, anti-shedding",,,70,35,40,7,0.18,,100,330,350,500,,,28.5,"cat p.67-68; nominal load Z=100 X=50 Y=100 N; static deformation 0.6±0.3 mm; dynamic stiffness Z/X/Y=330/350/500 N/mm; inherent freq Z/X/Y=28.5/29.5/35 Hz; damping 0.08~0.12; stud M8; holes 2-∅7; L1=54 L2=40 H1=27; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E15,"rubber mount, anti-shedding",,,70,40,40,7,0.22,,150,450,430,660,,,27,"cat p.67-68; nominal load Z=150 X=100 Y=150 N; static deformation 0.7±0.3 mm; dynamic stiffness Z/X/Y=450/430/660 N/mm; inherent freq Z/X/Y=27/27/33 Hz; damping 0.08~0.12; stud M8; holes 2-∅7; L1=54 L2=40 H1=27; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E25,"rubber mount, anti-shedding",,,70,40,40,7,0.22,,250,750,690,880,,,27,"cat p.67-68; nominal load Z=250 X=100 Y=250 N; static deformation 0.9±0.3 mm; dynamic stiffness Z/X/Y=750/690/880 N/mm; inherent freq Z/X/Y=27/26/29.5 Hz; damping 0.08~0.12; stud M8; holes 2-∅7; L1=54 L2=40 H1=27; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA25,"rubber mount, anti-shedding (EA: softer)",,,70,48,40,7,0.22,,250,500,560,950,,,22,"cat p.67-68; nominal load Z=250 X=100 Y=250 N; static deformation 1.0±0.4 mm; dynamic stiffness Z/X/Y=500/560/950 N/mm; inherent freq Z/X/Y=22/23.5/30.5 Hz; damping 0.08~0.12; stud M8; holes 2-∅7; L1=54 L2=40 H1=27 B1=40; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E40,"rubber mount, anti-shedding",,,85,55,46,9,0.42,,400,1300,740,1100,,,28.5,"cat p.67-68; nominal load Z=400 X=150 Y=400 N; static deformation 0.7±0.3 mm; dynamic stiffness Z/X/Y=1300/740/1100 N/mm; inherent freq Z/X/Y=28.5/21.5/26 Hz; damping 0.08~0.12; stud M10; holes 2-∅9; L1=68 L2=48 H1=32; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA40,"rubber mount, anti-shedding (EA: softer)",,,85,63,46,9,0.42,,400,870,800,1000,,,23,"cat p.67-68; nominal load Z=400 X=150 Y=400 N; static deformation 1.2±0.4 mm; dynamic stiffness Z/X/Y=870/800/1000 N/mm; inherent freq Z/X/Y=23/22.5/25 Hz; damping 0.08~0.12; stud M10; holes 2-∅9; L1=68 L2=48 H1=32 B1=55; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E60,"rubber mount, anti-shedding",,,100,65,50,9.2,0.72,,600,1600,900,1400,,,25.5,"cat p.67-68; nominal load Z=600 X=250 Y=600 N; static deformation 0.7±0.3 mm; dynamic stiffness Z/X/Y=1600/900/1400 N/mm; inherent freq Z/X/Y=25.5/19.5/24 Hz; damping 0.08~0.12; stud M12; holes 2-∅9.2; L1=80 L2=56 H1=35; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA60,"rubber mount, anti-shedding (EA: softer)",,,100,73,50,9,0.72,,600,1500,900,1900,,,25,"cat p.67-68; nominal load Z=600 X=250 Y=600 N; static deformation 1.2±0.4 mm; dynamic stiffness Z/X/Y=1500/900/1900 N/mm; inherent freq Z/X/Y=25/19.5/28 Hz; damping 0.08~0.12; stud M12; holes 2-∅9; L1=80 L2=56 H1=35 B1=65; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E85,"rubber mount, anti-shedding",,,120,70,60,11,1.14,,850,2000,1000,1900,,,24,"cat p.67-68; nominal load Z=850 X=350 Y=850 N; static deformation 0.6±0.3 mm; dynamic stiffness Z/X/Y=2000/1000/1900 N/mm; inherent freq Z/X/Y=24/17/23.5 Hz; damping 0.08~0.12; stud M14; holes 2-∅11; L1=100 L2=76 H1=42; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA85,"rubber mount, anti-shedding (EA: softer)",,,120,80,60,11,1.14,,850,1850,1000,2100,,,23,"cat p.67-68; nominal load Z=850 X=350 Y=850 N; static deformation 1.0±0.4 mm; dynamic stiffness Z/X/Y=1850/1000/2100 N/mm; inherent freq Z/X/Y=23/17/25 Hz; damping 0.08~0.12; stud M14; holes 2-∅11; L1=100 L2=76 H1=42 B1=70; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E120,"rubber mount, anti-shedding",,,140,85,60,13,1.6,,1200,2500,1100,2100,,,23,"cat p.67-68; nominal load Z=1200 X=500 Y=1100 N; static deformation 0.9±0.3 mm; dynamic stiffness Z/X/Y=2500/1100/2100 N/mm; inherent freq Z/X/Y=23/15/21 Hz; damping 0.08~0.12; stud M16; holes 2-∅13; L1=112 L2=80 H1=46; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA120,"rubber mount, anti-shedding (EA: softer)",,,140,101,60,13,1.6,,1200,1530,800,1700,,,18,"cat p.67-68; nominal load Z=1200 X=500 Y=1100 N; static deformation 1.5±0.4 mm; dynamic stiffness Z/X/Y=1530/800/1700 N/mm; inherent freq Z/X/Y=18/13/19 Hz; damping 0.08~0.12; stud M16; holes 2-∅13; L1=112 L2=80 H1=46 B1=85; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E160,"rubber mount, anti-shedding",,,145,108,60,13,1.95,,1600,5500,1400,2800,,,29,"cat p.67-68; nominal load Z=1600 X=700 Y=1500 N; static deformation 0.6±0.3 mm; dynamic stiffness Z/X/Y=5500/1400/2800 N/mm; inherent freq Z/X/Y=29/14.5/21 Hz; damping 0.08~0.12; stud M18; holes 2-∅13; L1=115 L2=81 H1=42 B1=90; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA160,"rubber mount, anti-shedding (EA: softer)",,,145,108,60,13,1.95,,1600,4000,1150,2450,,,25,"cat p.67-68; nominal load Z=1600 X=700 Y=1500 N; static deformation 1.0±0.4 mm; dynamic stiffness Z/X/Y=4000/1150/2450 N/mm; inherent freq Z/X/Y=25/13.5/19.5 Hz; damping 0.08~0.12; stud M18; holes 2-∅13; L1=115 L2=81 H1=42 B1=90; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E220,"rubber mount, anti-shedding",,,150,118,60,15,2.37,,2200,7000,1500,3500,,,28,"cat p.67-68; nominal load Z=2200 X=800 Y=1900 N; static deformation 0.6±0.3 mm; dynamic stiffness Z/X/Y=7000/1500/3500 N/mm; inherent freq Z/X/Y=28/13/20 Hz; damping 0.08~0.12; stud M22; holes 2-∅15; L1=120 L2=86 H1=42 B1=110; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA220,"rubber mount, anti-shedding (EA: softer)",,,150,118,60,15,2.37,,2200,4500,1400,2800,,,22.5,"cat p.67-68; nominal load Z=2200 X=800 Y=1900 N; static deformation 1.1±0.4 mm; dynamic stiffness Z/X/Y=4500/1400/2800 N/mm; inherent freq Z/X/Y=22.5/12.5/18 Hz; damping 0.08~0.12; stud M22; holes 2-∅15; L1=120 L2=86 H1=42 B1=110; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E300,"rubber mount, anti-shedding",,,155,125,65,15,2.9,,3000,11000,2260,5500,,,30,"cat p.67-68; nominal load Z=3000 X=900 Y=2100 N; static deformation 0.6±0.3 mm; dynamic stiffness Z/X/Y=11000/2260/5500 N/mm; inherent freq Z/X/Y=30/13.5/21.5 Hz; damping 0.08~0.12; stud M24; holes 4-∅15; L1=125 L2=88 H1=47 B1=105 B2=60; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA300,"rubber mount, anti-shedding (EA: softer)",,,155,125,65,15,2.9,,3000,5600,1500,3350,,,21.5,"cat p.67-68; nominal load Z=3000 X=900 Y=2100 N; static deformation 1.1±0.4 mm; dynamic stiffness Z/X/Y=5600/1500/3350 N/mm; inherent freq Z/X/Y=21.5/11/16.5 Hz; damping 0.08~0.12; stud M24; holes 4-∅15; L1=125 L2=88 H1=47 B1=105 B2=60; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,E400,"rubber mount, anti-shedding",,,175,130,65,17,3.4,,4000,13000,2400,6200,,,28.5,"cat p.67-68; nominal load Z=4000 X=1000 Y=2600 N; static deformation 0.7±0.3 mm; dynamic stiffness Z/X/Y=13000/2400/6200 N/mm; inherent freq Z/X/Y=28.5/12/20 Hz; damping 0.08~0.12; stud M27; holes 4-∅17; L1=140 L2=96 H1=47 B1=110 B2=65; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber E/EA-type shock absorber,EA400,"rubber mount, anti-shedding (EA: softer)",,,175,130,65,17,3.4,,4000,6500,1700,5000,,,20,"cat p.67-68; nominal load Z=4000 X=1000 Y=2600 N; static deformation 1.4±0.4 mm; dynamic stiffness Z/X/Y=6500/1700/5000 N/mm; inherent freq Z/X/Y=20/10.5/17.5 Hz; damping 0.08~0.12; stud M27; holes 4-∅17; L1=140 L2=96 H1=47 B1=110 B2=65; shear col = X, roll col = Y"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-25N,"closed-structure rubber mount, axial (Z) load",,,126,70,60,12,1,196.2,245.2,,,,,,8±1.5,"cat p.69; rated vertical load 25 kg, application range 20~25 kg, converted x9.81; deformation at rated 7±1.5 mm; damping 0.06~0.10; ∅D=70 ∅D1=70 L1(hole pitch)=100 H1=8 stud ∅d1=10, 2 x ∅12 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-25,"closed-structure rubber mount, axial (Z) load",,,126,70,60,12,1,196.2,245.2,,,,,,7±1.5,"cat p.69; rated vertical load 25 kg, application range 20~25 kg, converted x9.81; deformation at rated 7±1.5 mm; damping 0.04~0.06; ∅D=70 ∅D1=70 L1(hole pitch)=100 H1=8 stud ∅d1=10, 2 x ∅12 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-45N,"closed-structure rubber mount, axial (Z) load",,,150,76,66,14,1.05,245.2,441.5,,,,,,8±1.5,"cat p.69; rated vertical load 45 kg, application range 25~45 kg, converted x9.81; deformation at rated 7±1.5 mm; damping 0.06~0.10; ∅D=76 ∅D1=76 L1(hole pitch)=120 H1=10 stud ∅d1=14, 2 x ∅14 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-45,"closed-structure rubber mount, axial (Z) load",,,150,76,66,14,1.05,245.2,441.5,,,,,,7±1.5,"cat p.69; rated vertical load 45 kg, application range 25~45 kg, converted x9.81; deformation at rated 7±1.5 mm; damping 0.04~0.06; ∅D=76 ∅D1=76 L1(hole pitch)=120 H1=10 stud ∅d1=14, 2 x ∅14 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-70N,"closed-structure rubber mount, axial (Z) load",,,168,82,68,16,1.26,441.5,686.7,,,,,,8±1.5,"cat p.69; rated vertical load 70 kg, application range 45~70 kg, converted x9.81; deformation at rated 8±1.5 mm; damping 0.06~0.10; ∅D=82 ∅D1=82 L1(hole pitch)=136 H1=12 stud ∅d1=16, 2 x ∅16 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-70,"closed-structure rubber mount, axial (Z) load",,,168,82,68,16,1.26,441.5,686.7,,,,,,7±1.5,"cat p.69; rated vertical load 70 kg, application range 45~70 kg, converted x9.81; deformation at rated 8±1.5 mm; damping 0.04~0.06; ∅D=82 ∅D1=82 L1(hole pitch)=136 H1=12 stud ∅d1=16, 2 x ∅16 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-100N,"closed-structure rubber mount, axial (Z) load",,,168,82,70,16,1.36,686.7,981,,,,,,8±1.5,"cat p.69; rated vertical load 100 kg, application range 70~100 kg, converted x9.81; deformation at rated 8±1.5 mm; damping 0.06~0.10; ∅D=82 ∅D1=82 L1(hole pitch)=136 H1=12 stud ∅d1=16, 2 x ∅16 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-100,"closed-structure rubber mount, axial (Z) load",,,168,82,70,16,1.36,686.7,981,,,,,,7±1.5,"cat p.69; rated vertical load 100 kg, application range 70~100 kg, converted x9.81; deformation at rated 8±1.5 mm; damping 0.04~0.06; ∅D=82 ∅D1=82 L1(hole pitch)=136 H1=12 stud ∅d1=16, 2 x ∅16 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-200N,"closed-structure rubber mount, axial (Z) load",,,172,88,80,16,1.9,981,1962,,,,,,8±1.5,"cat p.69; rated vertical load 200 kg, application range 100~200 kg, converted x9.81; deformation at rated 10±2 mm; damping 0.06~0.10; ∅D=88 ∅D1=88 L1(hole pitch)=140 H1=13 stud ∅d1=19, 2 x ∅16 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-200,"closed-structure rubber mount, axial (Z) load",,,172,88,80,16,1.9,981,1962,,,,,,7±1.5,"cat p.69; rated vertical load 200 kg, application range 100~200 kg, converted x9.81; deformation at rated 10±2 mm; damping 0.04~0.06; ∅D=88 ∅D1=88 L1(hole pitch)=140 H1=13 stud ∅d1=19, 2 x ∅16 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-400N,"closed-structure rubber mount, axial (Z) load",,,248,140,108,20,7.3,1962,3924,,,,,,8±1.5,"cat p.69; rated vertical load 400 kg, application range 200~400 kg, converted x9.81; deformation at rated 14±2 mm; damping 0.06~0.10; ∅D=140 ∅D1=165 L1(hole pitch)=210 H1=18 stud ∅d1=26, 2 x ∅20 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-400,"closed-structure rubber mount, axial (Z) load",,,248,140,108,20,7.3,1962,3924,,,,,,7±1.5,"cat p.69; rated vertical load 400 kg, application range 200~400 kg, converted x9.81; deformation at rated 14±2 mm; damping 0.04~0.06; ∅D=140 ∅D1=165 L1(hole pitch)=210 H1=18 stud ∅d1=26, 2 x ∅20 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-600N,"closed-structure rubber mount, axial (Z) load",,,260,150,112,22,9,3924,5886,,,,,,8±1.5,"cat p.69; rated vertical load 600 kg, application range 400~600 kg, converted x9.81; deformation at rated 16±2 mm; damping 0.06~0.10; ∅D=150 ∅D1=170 L1(hole pitch)=220 H1=20 stud ∅d1=30, 2 x ∅22 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-600,"closed-structure rubber mount, axial (Z) load",,,260,150,112,22,9,3924,5886,,,,,,7±1.5,"cat p.69; rated vertical load 600 kg, application range 400~600 kg, converted x9.81; deformation at rated 16±2 mm; damping 0.04~0.06; ∅D=150 ∅D1=170 L1(hole pitch)=220 H1=20 stud ∅d1=30, 2 x ∅22 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-900N,"closed-structure rubber mount, axial (Z) load",,,290,165,115,24,12.5,3924,8829,,,,,,8±1,"cat p.69; rated vertical load 900 kg, application range 400~900 kg, converted x9.81; deformation at rated 18±3 mm; damping 0.08~0.12; ∅D=165 ∅D1=190 L1(hole pitch)=244 H1=22 stud ∅d1=33, 2 x ∅24 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-900,"closed-structure rubber mount, axial (Z) load",,,290,165,115,24,12.5,3924,8829,,,,,,6±1.5,"cat p.69; rated vertical load 900 kg, application range 400~900 kg, converted x9.81; deformation at rated 18±3 mm; damping 0.05~0.08; ∅D=165 ∅D1=190 L1(hole pitch)=244 H1=22 stud ∅d1=33, 2 x ∅24 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-1200N,"closed-structure rubber mount, axial (Z) load",,,340,193,135,26,21,5886,11772,,,,,,8±1,"cat p.69; rated vertical load 1200 kg, application range 600~1200 kg, converted x9.81; deformation at rated 22±4 mm; damping 0.08~0.12; ∅D=193 ∅D1=224 L1(hole pitch)=288 H1=26 stud ∅d1=36, 2 x ∅26 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber 6JX-type shock absorber,6JX-1200,"closed-structure rubber mount, axial (Z) load",,,340,193,135,26,21,5886,11772,,,,,,6±1.5,"cat p.69; rated vertical load 1200 kg, application range 600~1200 kg, converted x9.81; deformation at rated 22±4 mm; damping 0.05~0.08; ∅D=193 ∅D1=224 L1(hole pitch)=288 H1=26 stud ∅d1=36, 2 x ∅26 holes; N suffix = higher-damping variant"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber SH-series isolator,SH-500,marine machinery rubber isolator,,,230,90,68,,5.4,,4905,,,,,,,"cat p.70-71; nominal load 500 kg, converted x9.81; deformation 0.6~1.1 mm; operating temp -5~+70 C; L1=160 L2=198 L3=100 H1=22 H2=16"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber SH-series isolator,SH-750,marine machinery rubber isolator,,,280,110,68,,8.2,,7357.5,,,,,,,"cat p.70-71; nominal load 750 kg, converted x9.81; deformation 0.6~1.1 mm; operating temp -5~+70 C; L1=200 L2=238 L3=100 H1=22 H2=16"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber SH-series isolator,SH-1150,marine machinery rubber isolator,,,,,,,10.2,,11281.5,,,,,,,"cat p.70-71; nominal load 1150 kg, converted x9.81; deformation 0.4~0.9 mm; operating temp -5~+70 C; dimensions only as figure on p.70 (not tabulated)"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber SH-series isolator,SH-1750,marine machinery rubber isolator,,,,,,,19.1,,17167.5,,,,,,,"cat p.70-71; nominal load 1750 kg, converted x9.81; deformation 0.4~0.9 mm; operating temp -5~+70 C; dimensions only as figure on p.70 (not tabulated)"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber SH-series isolator,SH-2200A,marine machinery rubber isolator,,,,,,,25.9,,21582,,,,,,,"cat p.70-71; nominal load 2200 kg, converted x9.81; deformation 0.3~0.9 mm; operating temp -5~+70 C; L4=150 L5=145 only; other dims as figure"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber SH-series isolator,SH-2200B,marine machinery rubber isolator,,,,,,,25,,21582,,,,,,,"cat p.70-71; nominal load 2200 kg, converted x9.81; deformation 0.3~0.9 mm; operating temp -5~+70 C; L4=140 L5=180 only; other dims as figure"
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber WH/WHG-series isolator,WH-150,"low-frequency rubber isolator, horizontal mounting",,,185,127,80,15,3,,1500,,,,,,6±1,cat p.72-73; rated load Z=1500 N; static deformation 12±2 mm; L1=150 W1=65; 4 x ∅15 holes; 1 x M18 studs; oil/seawater/salt-fog resistant
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber WH/WHG-series isolator,WH-250,"low-frequency rubber isolator, horizontal mounting",,,185,127,80,17,3.3,,2500,,,,,,6±1,cat p.72-73; rated load Z=2500 N; static deformation 12±2 mm; L1=150 W1=65; 4 x ∅17 holes; 1 x M22 studs; oil/seawater/salt-fog resistant
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber WH/WHG-series isolator,WH-400,"low-frequency rubber isolator, horizontal mounting",,,185,127,80,19,3.5,,4000,,,,,,6±1,cat p.72-73; rated load Z=4000 N; static deformation 12±2 mm; L1=150 W1=65; 4 x ∅19 holes; 1 x M24 studs; oil/seawater/salt-fog resistant
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber WH/WHG-series isolator,WHG-600,"low-frequency rubber isolator, horizontal mounting",,,280,144,100,14,14.2,,6000,,,,,,6±1.5,cat p.72-73; rated load Z=6000 N; static deformation 12±2 mm; L1=243 L2=140 W1=112 A=110; 4 x ∅14 holes; 2 x M16 studs; oil/seawater/salt-fog resistant
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber WH/WHG-series isolator,WHG-800,"low-frequency rubber isolator, horizontal mounting",,,334,144,100,14,17.1,,8000,,,,,,6±1.5,cat p.72-73; rated load Z=8000 N; static deformation 12±2 mm; L1=297 L2=194 W1=112 A=110; 4 x ∅14 holes; 3 x M16 studs; oil/seawater/salt-fog resistant
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber WH/WHG-series isolator,WHG-1200,"low-frequency rubber isolator, horizontal mounting",,,340,204,130,20,28.1,,12000,,,,,,6±1.5,cat p.72-73; rated load Z=12000 N; static deformation 12±2 mm; L1=296 L2=200 W1=115 A=168; 4 x ∅20 holes; 3 x M24 studs; oil/seawater/salt-fog resistant
EKD/OVICTOR Vibration Isolator catalogue (2023),Rubber WH/WHG-series isolator,WHG-1750,"low-frequency rubber isolator, horizontal mounting",,,460,204,130,20,38.3,,17500,,,,,,6±1.5,cat p.72-73; rated load Z=17500 N; static deformation 12±2 mm; L1=403 L2=240 W1=115 A=168; 4 x ∅20 holes; 3 x M24 studs; oil/seawater/salt-fog resistant
